2019402961,言旭富,84,72,71,72
2019402962,郜仁,91,73,98,90
2019402963,计茗莎,79,80,80,86
2019402964,连清厚,98,74,56,66
2019402965,岳娅,87,74,85,67
2019402966,邬洁婷,93,94,99,68
2019402967,莫以,60,79,79,60
2019402968,司思露,97,97,89,56
2019402969,缑爱,57,73,71,53
2019402970,伊士,51,93,85,63
2019402971,钦苑育,64,93,96,67
2019402972,凤梦凡,79,61,91,99
2019402973,祁发,95,51,68,71
2019402974,祝成,94,75,59,92
2019402975,蓬义朋,53,54,69,72
2019402976,侯玲佳,75,61,94,71
2019402977,俞达天,77,78,81,75
2019402978,耿黛,70,97,58,69
2019402979,古聪丹,58,95,100,69
2019402980,汝武,56,96,67,74
2019402981,慕晓菁,58,82,71,100
2019402982,乐贞,63,50,77,52
2019402983,俞贵冠,87,78,84,59
2019402984,谯文,59,82,80,99
2019402985,胥心,53,57,65,74
2019402986,简英婵,78,74,78,57
2019402987,谷亮泰,63,80,93,89
2019402988,郎之,70,69,62,97
2019402989,申固,84,82,72,61
2019402990,延蕊,66,61,64,63
2019402991,家冰,93,60,56,81
2019402992,武翰亨,91,62,56,87
2019402993,冶保江,70,82,59,67
2019402994,解强清,53,58,79,66
2019402995,伍亨行,80,54,72,86
2019402996,田馥宜,96,86,57,81
2019402997,上建生,97,90,53,59
2019402998,宫江辉,73,66,62,85
2019402999,纪悦秋,73,62,97,61
2019403001,公伊,78,51,79,58
2019403002,宫国裕,71,85,93,93
2019403003,缑星,68,95,67,64
2019403004,应琳悦,60,65,100,88
2019403005,阎炎,75,82,55,96
2019403006,汝进,80,99,100,54
2019403007,衡琳思,80,58,87,51
2019403008,富力世,100,92,62,86
2019403009,赖俊达,59,89,77,50
2019403010,池弘风,51,94,97,57
2019403011,厍环芳,82,60,67,88
2019403012,史羽玲,69,53,93,82
2019403013,权敬冠,66,68,50,88
2019403014,顾华,63,91,89,71
2019403015,居茜,51,71,76,69
2019403016,仉强榕,89,84,70,50
2019403017,澹乐武,65,60,92,88
2019403018,宋坚,70,94,51,59
2019403019,薛伦,73,61,58,79
2019403020,杭薇,76,69,98,90
2019403021,闾竹,52,63,88,56
2019403022,明勇,78,100,77,50
2019403023,惠燕,93,52,98,58
2019403024,花天栋,96,82,82,85
2019403025,李东,84,87,79,52
2019403026,苗莺,60,94,61,78
2019403027,孙壮亮,86,97,56,60
2019403028,谢亨信,73,93,63,69
2019403029,冯会,51,82,86,95
2019403030,倪华,74,63,78,65
2019403031,聂妍秋,73,56,92,53
2019403032,惠栋,60,81,56,73
2019403033,苗群健,90,59,56,90
2019403034,姓婉,79,66,67,54
2019403035,官群清,59,69,89,65
2019403036,归倩荔,93,99,100,64
2019403037,汤元,96,67,73,93
2019403038,邵之河,59,73,93,78
2019403039,刁萍,94,66,88,84
2019403040,钭承,68,63,86,83
2019403041,堵世明,53,77,87,80
2019403042,宋荣,52,71,92,60
2019403043,东贞,71,71,96,50
2019403044,后明,90,85,71,90
2019403045,正家飞,93,60,90,67
2019403046,谈昭,72,52,55,80
2019403047,丘毅贵,86,55,61,96
2019403048,正伯,61,70,74,100
2019403049,幸聪,50,87,92,62
2019403050,子和功,51,56,92,57
2019403051,郁善,60,66,82,96
2019403052,姚滢欢,66,68,68,69
2019403053,寿婷惠,75,75,90,58
2019403054,毛眉姣,83,66,92,90
2019403055,常昌家,54,88,79,100
2019403056,晁富,69,82,66,93
2019403057,勾进勇,58,54,63,97
2019403058,龙旭,59,88,93,57
2019403059,慕博勇,84,66,77,86
2019403060,台珠,62,74,64,71
2019403061,鄂英,86,84,81,55
2019403062,盛伟进,61,76,91,84
2019403063,糜钧彪,82,68,67,52
2019403064,康纯岚,64,54,51,50
2019403065,谯生诚,98,57,93,63
2019403066,阳秀,51,77,89,62
2019403067,夏会,56,53,77,82
2019403068,乌燕勤,93,58,77,75
2019403069,褚岩,50,75,64,62
2019403070,裘荔澜,91,78,87,56
2019403071,茅荔,66,67,58,51
2019403072,戚珍贞,98,59,70,89
2019403073,牛星维,74,100,57,96
2019403074,齐月莺,97,63,51,73
2019403075,饶融秋,91,76,76,93
2019403076,于悦婉,55,70,59,74
2019403077,宣凝娜,62,65,89,62
2019403078,殳固承,77,100,61,60
2019403079,官纨,78,87,96,91
2019403080,尹琰,53,91,82,80
2019403081,于达伦,77,72,88,97
2019403082,人弘,90,54,80,76
2019403083,水仪,98,80,79,88
2019403084,后妍芬,91,98,92,89
2019403085,闻莉融,85,50,60,91
2019403086,骆雁,86,51,75,52
2019403087,东炎松,71,97,56,52
2019403088,富眉静,87,79,62,94
2019403089,巫巧晶,79,86,96,78
2019403090,步民江,70,90,97,57
2019403091,吉仪,59,95,90,83
2019403092,全彬,79,65,70,96
2019403093,商梦真,64,65,79,60
2019403094,桓韵,87,99,56,85
2019403095,璩安朗,81,65,60,62
2019403096,仇有志,93,96,97,92
2019403097,司冠,55,71,100,65
2019403098,黄娅,69,94,50,83
2019403099,巫琼,82,87,61,99
2019403100,裴露荔,84,85,53,89
2019403101,西珍,53,66,66,74
2019403102,赫斌,54,50,53,97
2019403103,芮萍丽,53,70,75,69
2019403104,爱荔,72,61,73,50
2019403105,卞彩秋,85,71,100,51
2019403106,虞栋时,65,100,89,66
2019403107,胡爽,93,56,52,50
2019403108,卓蓓,51,50,51,81
2019403109,饶成,79,86,60,74
2019403110,司香巧,99,64,91,83
2019403111,澹思佳,53,51,97,85
2019403112,仇凡,77,60,65,99
2019403113,满兰燕,73,53,72,74
2019403114,法时,89,93,72,79
2019403115,利贞卿,55,75,85,78
2019403116,弘绍安,69,97,86,88
2019403117,葛羽丹,66,67,77,98
2019403118,令家,50,61,67,65
2019403119,吉会,100,78,87,81
2019403120,阳朋,50,66,83,80
2019403121,柯薇,55,77,93,93
2019403122,缪凡月,68,74,81,63
2019403123,蓟菊露,69,55,74,71
2019403124,习良家,97,87,65,66
2019403125,古芳瑗,65,79,57,82
2019403126,罗茗凝,91,66,83,78
2019403127,汝保,99,53,61,79
2019403128,龚军,92,93,58,53
2019403129,鱼光,52,100,71,72
2019403130,艾姬爱,92,53,99,86
2019403131,任鸣元,99,97,50,84
2019403132,元行翔,68,62,72,100
2019403133,郑健,82,77,99,60
2019403134,廖军树,52,79,50,96
2019403135,凤林岩,59,62,50,71
2019403136,荣鹏,100,59,51,66
2019403137,简民炎,95,96,84,60
2019403138,空璐茜,75,74,61,78
2019403139,柯媛,79,71,65,68
2019403140,颜婷,53,77,65,51
2019403141,宣晶,95,50,73,73
2019403142,敖庆,65,89,67,75
2019403143,濮融环,58,65,93,57
2019403144,王行昌,86,68,61,57
2019403145,闻学,55,96,86,86
2019403146,刘巧,56,60,84,94
2019403147,褚弘义,66,65,81,59
2019403148,殴慧娅,96,60,96,88
2019403149,钦以,83,87,58,93
2019403150,薄荷,65,60,63,52
2019403151,翟菁,89,94,78,61
2019403152,阎枝月,55,79,56,85
2019403153,况会,69,74,93,97
2019403154,岑生勇,68,78,82,81
2019403155,阎莺,54,65,80,85
2019403156,施彩,95,63,78,84
2019403157,查民光,89,55,89,60
2019403158,莫华,67,54,80,51
2019403159,富秀,57,86,94,98
2019403160,雍善,52,58,64,72
2019403161,郏梦,54,65,66,97
2019403162,何眉叶,99,66,83,66
2019403163,车鸣,56,60,80,93
2019403164,靳艳,53,91,81,90
2019403165,楚眉羽,82,79,58,72
2019403166,屠行,57,54,76,91
2019403167,公娥,92,78,69,76
2019403168,呼贞珍,99,57,99,59
2019403169,王峰学,80,80,80,73
2019403170,贾姬,59,79,77,91
2019403171,郁冠,77,89,83,69
2019403172,沃天中,53,67,68,75
2019403173,咸康先,83,81,70,64
2019403174,咸振,57,67,100,51
2019403175,翁元,91,97,79,60
2019403176,冷善,53,50,77,83
2019403177,诸旭中,56,55,54,81
2019403178,赖士,87,60,51,92
2019403179,长磊家,54,83,61,97
2019403180,葛月伊,85,63,86,72
2019403181,晁融雅,74,72,83,58
2019403182,闾巧琳,91,94,54,84
2019403183,路勤伊,88,74,57,80
2019403184,包婷,57,50,77,68
2019403185,商芸贞,68,56,93,85
2019403186,凌富克,81,57,89,67
2019403187,贝娣咏,68,52,90,94
2019403188,薛梅,71,70,68,78
2019403189,东霞,100,59,82,83
2019403190,喻园,64,93,80,76
2019403191,公澜聪,67,86,50,98
2019403192,祖锦燕,96,61,95,81
2019403193,水祥,75,85,59,88
2019403194,空露,53,64,62,98
2019403195,逄全鹏,58,56,75,66
2019403196,伍伯谦,57,87,82,86
2019403197,孙玉,88,100,78,56
2019403198,庚柔,95,90,90,66
2019403199,巫欣,79,91,72,58
2019403200,蔚丹芳,73,62,63,96
2019403201,仰娣,73,92,60,66
2019403202,焦梦慧,68,92,57,81
2019403203,赏厚,95,58,80,66
2019403204,滑可瑗,86,98,68,60
2019403205,孔琴,98,67,87,87
2019403206,侯雪娴,94,89,65,55
2019403207,戈晨龙,95,56,80,77
2019403208,第欢,87,89,81,55
2019403209,欧璐,84,91,83,89
2019403210,慕惠,79,90,65,70
2019403211,仉云惠,56,97,64,80
2019403212,汲涛康,80,91,50,55
2019403213,宰弘杰,93,55,78,66
2019403214,郭宜玲,59,98,57,56
2019403215,姜霞春,55,52,90,65
2019403216,侯超,70,78,76,78
2019403217,车贞,68,68,95,59
2019403218,姜福,89,59,72,98
2019403219,马梦,85,78,92,53
2019403220,松美,55,81,76,74
2019403221,权涛,78,79,72,73
2019403222,穆桂,93,51,56,87
2019403223,巫影素,84,99,65,99
2019403224,仲园琬,60,87,81,89
2019403225,权海军,98,68,93,84
2019403226,姚富天,84,75,84,68
2019403227,朱娣,78,92,75,69
2019403228,詹青,94,100,81,51
2019403229,米峰,61,62,51,77
2019403230,牟娅枝,59,75,78,53
2019403231,宋达成,86,61,65,67
2019403232,曹富,98,88,51,55
2019403233,东寒,93,73,53,65
2019403234,宫绍善,97,82,68,97
2019403235,拓山胜,57,55,67,81
2019403236,赫晨,72,72,53,87
2019403237,加蓉,96,58,58,79
2019403238,周芝,91,54,90,86
2019403239,禹兴,99,69,88,58
2019403240,米钧,68,57,78,92
2019403241,吉蕊萍,89,74,65,54
2019403242,容荷,61,89,77,73
2019403243,苗芬,95,68,87,81
2019403244,叶德壮,94,52,66,85
2019403245,轩瑾,93,51,58,73
2019403246,温绍发,68,100,57,91
2019403247,酆建,75,82,67,62
2019403248,漆欢,58,100,77,71
2019403249,瞿素,67,59,85,50
2019403250,相泰辰,76,67,67,91
2019403251,翟春,89,55,64,98
2019403252,韦弘,60,56,72,78
2019403253,屈航会,61,71,73,92
2019403254,良祥元,80,70,54,71
2019403255,靳凡娟,52,78,67,50
2019403256,向有,64,55,60,57
2019403257,秦君 ,88,100,91,75
2019403258,充固,62,50,56,95
2019403259,东辉,75,51,71,54
2019403260,亢辉学,96,94,54,66
2019403261,白鹏庆,50,96,83,76
2019403262,段丹,78,95,52,100
2019403263,钦荣琬,71,66,77,97
2019403264,宫有,56,89,55,71
2019403265,吕素,88,99,90,84
2019403266,路仪瑾,61,98,91,85
2019403267,印以泰,66,98,94,56
2019403268,从世,55,92,60,86
2019403269,狐若冠,82,90,78,95
2019403270,夏悦璧,97,53,84,60
2019403271,穆茜琼,60,52,72,52
2019403272,佴滢筠,75,96,95,86
2019403273,薛云,56,83,80,84
2019403274,费婷,79,57,55,88
2019403275,都飞,85,54,83,68
2019403276,解爱,65,70,63,73
2019403277,阳昌健,97,96,93,52
2019403278,蒙楠,71,51,84,70
2019403279,贺霭爽,99,74,84,60
2019403280,桂策,58,67,67,72
2019403281,匡芬珊,74,85,61,50
2019403282,权中,84,81,68,89
2019403283,郑强兴,98,92,95,81
2019403284,蒙飘,100,61,68,61
2019403285,姜婉,57,96,97,81
2019403286,姜若,87,66,56,80
2019403287,党信,62,96,80,63
2019403288,於荣璧,98,55,66,81
2019403289,谷元,86,66,52,73
2019403290,郑家健,97,66,95,87
2019403291,人天宁,89,68,64,62
2019403292,阮黛,78,88,95,54
2019403293,谷颖,72,69,90,69
2019403294,冯功梁,93,69,75,78
2019403295,邓波,53,85,80,59
2019403296,蓟祥固,51,51,64,91
2019403297,赏影玉,74,50,77,56
2019403298,笪露,53,78,57,92
2019403299,江和维,55,63,60,71
2019403300,白群鹏,51,60,78,95
2019403301,谷胜乐,84,75,58,75
2019403302,伊芸蓉,64,80,62,78
2019403303,别士,54,65,54,72
2019403304,束朋进,66,60,72,94
2019403305,驷彪心,62,90,93,64
2019403306,广伊露,87,90,65,68
2019403307,丘子祥,69,53,55,65
2019403308,崔艳,78,51,77,62
2019403309,汪桂欣,89,55,99,90
2019403310,岳霄韵,80,56,68,76
2019403311,伯壮,63,69,99,88
2019403312,殴生,75,98,76,58
2019403313,相磊博,94,86,73,83
2019403314,黎荣,57,94,69,100
2019403315,扶园,56,81,69,69
2019403316,厍泰,98,84,75,90
2019403317,方昭,64,52,79,52
2019403318,漆厚,100,65,65,85
2019403319,尉翠,51,88,51,83
2019403320,凌山,60,67,73,73
2019403321,辕信成,71,87,56,95
2019403322,皇波,67,97,88,73
2019403323,东卿,89,74,74,58
2019403324,东芝,81,57,64,62
2019403325,那新,71,78,74,69
2019403326,西荔,94,51,82,79
2019403327,谯飘,76,83,57,73
2019403328,马毅,52,81,67,63
2019403329,周梅,68,98,98,63
2019403330,刘莉芸,60,73,57,94
2019403331,居建,70,83,75,76
2019403332,鲍成,83,57,87,62
2019403333,邹天,71,76,53,78
2019403334,海震江,84,59,73,65
2019403335,侯先保,92,90,56,72
2019403336,阚炎勇,71,96,81,56
2019403337,屠河,66,88,58,82
2019403338,宇娅岚,50,80,51,73
2019403339,束菊昭,83,67,80,54
2019403340,盖妹羽,50,60,87,68
2019403341,巫纨薇,93,68,54,66
2019403342,平丽瑗,87,67,68,75
2019403343,邵珍慧,95,64,99,89
2019403344,祝钧榕,57,81,75,55
2019403345,柯学,79,100,70,89
2019403346,侯红洁,88,62,92,96
2019403347,彭光强,52,77,98,67
2019403348,山庆力,54,83,86,98
2019403349,严义,61,56,83,98
2019403350,鞠先浩,87,62,71,56
2019403351,许浩,87,56,85,89
2019403352,须清,88,70,97,62
2019403353,严伟刚,87,83,64,71
2019403354,年惠娴,64,100,77,87
2019403355,钦轮,78,54,97,51
2019403356,佴顺,59,51,72,71
2019403357,宰芳丽,56,70,63,78
2019403358,亓瑞,87,62,88,65
2019403359,连滢,55,96,53,84
2019403360,督琰锦,84,93,97,52
2019403361,咎茂义,88,87,62,97
2019403362,封淑,72,76,51,74
2019403363,山敬翰,77,87,72,77
2019403364,山蓓,60,68,54,84
2019403365,佘策承,87,82,91,78
2019403366,许昌仁,98,66,97,57
2019403367,咸建钧,90,62,97,56
2019403368,殷苑,72,82,98,77
2019403369,曾楠,91,85,58,84
2019403370,夏鸣,59,79,70,70
2019403371,娄眉欣,91,88,88,63
2019403372,赵纯琼,59,89,75,58
2019403373,沈之时,85,65,66,57
2019403374,韩雅宜,61,81,62,91
2019403375,孙伊,64,71,63,83
2019403376,葛炎,75,85,63,77
2019403377,赵雪,92,89,93,67
2019403378,方士,86,63,61,85
2019403379,韦豪先,92,74,99,85
2019403380,郏桂育,72,80,61,68
2019403381,国琛,82,60,79,53
2019403382,从弘,53,62,59,51
2019403383,解榕茂,57,60,78,73
2019403384,段月梦,74,50,84,93
2019403385,盖光,72,89,74,66
2019403386,寇壮,73,81,61,71
2019403387,毕克,72,87,71,74
2019403388,皮行,81,98,75,99
2019403389,狐河振,81,95,98,73
2019403390,皮咏咏,79,79,99,75
2019403391,巩宁,78,50,53,94
2019403392,越庆,81,66,70,54
2019403393,娄嘉,86,91,80,80
2019403394,朱颖,98,81,99,86
2019403395,舒国,60,65,99,89
2019403396,赖昌辰,57,80,50,99
2019403397,汲天,79,64,72,88
2019403398,怀青菁,54,60,77,87
2019403399,左柔,98,72,93,82
2019403400,文毓婷,76,91,91,92
2019403401,五学生,72,75,65,52
2019403402,孔翠,80,73,97,95
2019403403,明翔达,77,89,66,58
2019403404,巩秋华,84,57,75,96
2019403405,欧美纨,73,58,76,57
2019403406,左茗育,65,64,51,67
2019403407,满诚,66,67,73,81
2019403408,广宏彪,77,95,72,75
2019403409,钦弘,55,81,90,66
2019403410,司聪飘,65,72,61,98
2019403411,乐超,99,75,75,94
2019403412,宋婉洁,69,81,55,91
2019403413,宓琬,80,57,77,62
2019403414,饶舒,71,90,84,95
2019403415,乜信,74,86,76,84
2019403416,加黛欣,87,52,56,89
2019403417,里枫梦,88,60,72,71
2019403418,戚凤,69,69,51,89
2019403419,阳言裕,84,60,96,67
2019403420,茅筠岚,70,71,92,93
2019403421,陆娜娟,72,74,82,60
2019403422,芮蓓芬,64,68,51,77
2019403423,苍昭瑾,85,69,65,98
2019403424,司娜,71,97,60,80
2019403425,陈蓉,71,94,63,98
2019403426,梁茗,57,90,59,89
2019403427,令茜,77,52,90,80
2019403428,班丹,88,93,92,89
2019403429,宫梁轮,65,77,97,60
2019403430,谭文,89,73,62,87
2019403431,阳婉,57,73,82,75
2019403432,管琴,54,66,53,64
2019403433,笪思,60,82,88,86
2019403434,亓纨芝,98,72,99,95
2019403435,宓琰丽,58,53,79,79
2019403436,支娥爱,82,72,64,92
2019403437,贺鹏,60,80,84,63
2019403438,南若龙,52,53,96,75
2019403439,佴悦,60,86,73,68
2019403440,笪璐妹,54,77,83,81
2019403441,粱鹏,56,100,50,99
2019403442,连弘,97,60,99,100
2019403443,海博龙,62,71,62,54
2019403444,温岚希,88,70,95,98
2019403445,闾力,99,55,87,83
2019403446,加元伯,66,90,76,51
2019403447,越倩,71,63,62,85
2019403448,高思勇,89,68,94,54
2019403449,拔华馥,65,69,79,85
2019403450,赵寒,68,73,95,97
2019403451,东菁,92,58,77,74
2019403452,东蓉,82,74,75,59
2019403453,咸和,67,99,70,95
2019403454,鱼丹,72,83,92,58
2019403455,辕荣燕,99,76,72,71
2019403456,易宁启,53,81,50,52
2019403457,尤乐,99,63,60,88
2019403458,房泽山,59,52,81,54
2019403459,生影琼,72,60,60,59
2019403460,屠澜,92,76,72,81
2019403461,陈海榕,64,58,85,50
2019403462,习妍,96,86,72,87
2019403463,闵彬,55,63,95,71
2019403464,涂凡,54,64,51,100
2019403465,班策岩,75,59,61,70
2019403466,柯山,53,98,85,58
2019403467,阳子,88,57,60,99
2019403468,寿枫芸,73,85,71,59
2019403469,慕若功,85,63,90,71
2019403470,却风,78,79,85,100
2019403471,丰承哲,88,67,72,88
2019403472,续荔菁,90,85,62,79
2019403473,益茜毓,78,92,52,89
2019403474,东致贵,93,88,97,76
2019403475,芮巧,52,52,93,59
2019403476,纪保龙,97,94,71,58
2019403477,古翔,89,96,96,72
2019403478,侯盛,74,91,69,70
2019403479,慕俊时,93,95,71,66
2019403480,喻涛,80,87,61,61
2019403481,丘钧,60,67,76,81
2019403482,邱柔宁,51,52,85,85
2019403483,刘 婵,51,100,64,82
2019403484,堵惠,67,81,57,77
2019403485,时娣咏,60,78,96,83
2019403486,西盛,71,100,96,86
2019403487,阳才伯,88,84,83,71
2019403488,陆枫怡,72,51,74,62
2019403489,鄂新,59,74,61,53
2019403490,吴波,57,71,96,81
2019403491,拓伟,98,92,98,54
2019403492,段勇奇,80,69,76,64
2019403493,胥盛翰,79,92,83,96
2019403494,喻萍雅,92,71,64,71
2019403495,韩婕英,87,90,76,53
2019403496,堵行,74,79,82,53
2019403497,胡松世,75,52,91,70
2019403498,钟群,71,61,75,52
2019403499,简鸣,91,99,63,85
2019403500,池娟君,54,87,64,100
2019403501,仉平,89,93,93,88
2019403502,盖黛霞,82,83,51,79
2019403503,山华,56,98,88,81
2019403504,曾君,56,63,61,79
2019403505,厍涛,62,67,72,90
2019403506,经新泰,52,63,89,84
2019403507,奚亨,85,70,85,63
2019403508,阴鹏永,86,71,88,91
2019403509,太弘,65,79,83,73
2019403510,禄昌行,93,81,100,62
2019403511,胥志航,51,97,68,84
2019403512,华顺思,52,67,73,60
2019403513,李全邦,67,75,82,85
2019403514,成政邦,51,63,83,91
2019403515,蒋贵,87,96,89,55
2019403516,鱼梦,88,56,70,94
2019403517,羿祥,57,74,56,97
2019403518,蓝冠广,52,65,89,78
2019403519,狄士宏,53,91,61,69
2019403520,葛海,90,57,97,84
2019403521,羿舒淑,93,83,84,86
2019403522,呼筠,88,91,53,58
2019403523,魏晨心,73,54,86,100
2019403524,高绍,92,95,81,71
2019403525,卫倩,50,56,62,74
2019403526,羊琰,52,78,93,57
2019403527,盛舒,66,93,53,50
2019403528,魏达,99,64,63,93
2019403529,东芳,92,97,73,84
2019403530,闻琳,63,75,89,64
2019403531,党玲,83,73,82,75
2019403532,柴宏国,70,91,77,92
2019403533,支雪琼,86,65,59,93
2019403534,巫超,67,51,68,87
2019403535,东建,72,62,83,54
2019403536,福武功,67,98,60,74
2019403537,米玉,69,75,86,74
2019403538,辛昭瑗,75,50,85,69
2019403539,濮贞馨,70,95,88,50
2019403540,艾竹,85,84,93,99
2019403541,晁婕雪,94,72,100,66
2019403542,闻菊,93,65,92,55
2019403543,左世辰,51,84,72,97
2019403544,暴世群,89,64,83,74
2019403545,项慧宁,55,61,65,67
2019403546,赏琬,57,58,59,83
2019403547,容诚武,100,90,86,77
2019403548,沙可,97,76,57,50
2019403549,翁纯巧,99,52,95,81
2019403550,姬璐,80,82,69,98
2019403551,王妹桂,83,99,57,73
2019403552,武亨良,89,79,90,82
2019403553,莫山,93,82,84,96
2019403554,国怡馨,95,98,59,75
2019403555,后叶佳,86,73,81,63
2019403556,贲俊飞,69,62,92,72
2019403557,邵美,82,96,91,82
2019403558,古彩,62,99,53,74
2019403559,倪岩祥,97,96,89,93
2019403560,殳明,75,94,71,97
2019403561,牛莲云,50,97,96,70
2019403562,广天,72,60,84,53
2019403563,王英,82,95,72,94
2019403564,南琛,58,96,95,76
2019403565,俞奇,76,95,73,82
2019403566,丁行,85,56,55,91
2019403567,简舒宁,57,94,99,98
2019403568,那叶贞,69,80,92,78
2019403569,叔信勇,61,93,92,93
2019403570,文彩,100,69,56,66
2019403571,国若,71,53,65,85
2019403572,束树,50,86,57,54
2019403573,鄢亚,89,50,61,83
2019403574,马鸣豪,91,79,85,56
2019403575,班固和,81,98,92,97
2019403576,尉娴娥,79,83,92,93
2019403577,延元明,68,77,91,65
2019403578,柴波,99,75,69,85
2019403579,戚姬,54,68,95,68
2019403580,左月爱,71,80,57,71
2019403581,缑月,51,77,63,66
2019403582,林丽,80,80,54,94
2019403583,长惠娟,86,91,99,79
2019403584,仰祥风,83,84,85,73
2019403585,阳莎,99,82,61,92
2019403586,仲坚,57,70,70,60
2019403587,伏姬雅,94,96,68,73
2019403588,良刚,79,57,67,60
2019403589,淳娟媛,68,72,64,91
2019403590,督壮,79,54,87,89
2019403591,柴琳瑾,88,77,88,63
2019403592,许海伟,76,58,100,98
2019403593,端钧,66,89,69,62
2019403594,柏思艳,94,70,64,63
2019403595,皮才勇,96,83,82,95
2019403596,凌琴,99,76,69,86
2019403597,拔固和,53,68,97,68
2019403598,纪亚丽,69,53,92,58
2019403599,瞿行航,53,78,85,95
2019403600,封伯,59,51,95,80
2019403601,拓策,60,50,59,73
2019403602,公楠风,80,56,92,64
2019403603,乌才,87,99,76,100
2019403604,惠江强,83,53,92,67
2019403605,从世兴,65,54,51,64
2019403606,皇世峰,87,73,82,56
2019403607,阳清龙,72,70,62,99
2019403608,俞寒,78,56,53,83
2019403609,姓慧娣,83,64,86,58
2019403610,金钧邦,52,90,66,55
2019403611,加婕,72,76,57,87
2019403612,卢平飞,100,87,83,91
2019403613,有巧聪,75,84,92,95
2019403614,温发时,55,61,56,63
2019403615,郎露,88,74,54,68
2019403616,瞿清松,58,96,61,76
2019403617,安仁,64,58,90,73
2019403618,高行,57,97,91,74
2019403619,迟平,63,54,51,55
2019403620,卓融枫,76,94,54,67
2019403621,胡先,90,56,96,69
2019403622,訾秀,82,79,56,85
2019403623,宰壮家,80,96,64,60
2019403624,石才健,77,82,53,98
2019403625,宣昌以,65,90,67,71
2019403626,麻真,58,53,78,86
2019403627,狐厚贵,73,88,70,56
2019403628,隗义以,80,71,54,85
2019403629,邴冠壮,95,90,58,69
2019403630,梁强家,64,59,50,91
2019403631,莫春,69,80,58,88
2019403632,宰菊露,53,60,83,80
2019403633,衡莲,96,53,85,82
2019403634,赵冰思,68,73,81,85
2019403635,孙波,59,61,93,78
2019403636,祖岚,68,58,83,94
2019403637,阳克超,83,90,79,74
2019403638,贲思勇,98,50,64,64
2019403639,续婷,79,100,89,53
2019403640,窦才志,76,52,76,78
2019403641,殷华,84,64,57,98
2019403642,蔚杰鹏,92,90,83,70
2019403643,阎天雄,97,98,92,50
2019403644,薄云娴,69,54,87,79
2019403645,危中,54,54,89,69
2019403646,宓茂祥,84,90,75,95
2019403647,阎枝,81,76,79,54
2019403648,叶飘荷,53,66,69,66
2019403649,屠卿,51,90,70,79
2019403650,台淑凝,50,78,70,80
2019403651,史庆轮,73,72,61,50
2019403652,融静薇,88,89,84,54
2019403653,孙振伯,83,82,55,58
2019403654,莘亚,99,76,62,84
2019403655,荣琳,91,71,85,54
2019403656,太航彬,69,70,79,98
2019403657,通康,93,95,57,87
2019403658,裘腾,93,94,87,94
2019403659,仲瑶丽,86,57,82,58
2019403660,莫家,62,92,80,86
2019403661,万良先,65,98,57,90
2019403662,慕聪华,61,89,62,54
2019403663,戎燕云,78,80,79,95
2019403664,孙坚保,52,65,99,84
2019403665,彭妍,62,95,94,96
2019403666,弓荷宁,82,88,54,89
2019403667,蒙航,68,76,98,98
2019403668,贺博风,89,76,75,86
2019403669,钱发仁,95,75,65,71
2019403670,壤斌,84,83,66,73
2019403671,丘承,54,84,69,71
2019403672,利凤纯,73,74,76,85
2019403673,缑俊辉,63,87,54,50
2019403674,何菊,62,65,72,55
2019403675,暨纨,95,74,53,56
2019403676,全聪璧,80,90,51,57
2019403677,江霄,55,66,75,90
2019403678,呼卿娟,88,50,64,51
2019403679,邱琴柔,54,64,69,65
2019403680,辕行,51,96,77,96
2019403681,邹和全,64,88,84,77
2019403682,阳蕊,95,97,85,95
2019403683,丰爱琦,96,99,94,87
2019403684,吴琴娟,77,68,64,80
2019403685,雕腾彪,51,89,82,98
2019403686,应影,84,67,59,82
2019403687,延富裕,61,96,71,94
2019403688,雍宜,50,76,96,92
2019403689,雕山,99,60,94,61
2019403690,边瑗丹,75,50,74,80
2019403691,延亨,72,86,74,84
2019403692,顾融,85,65,89,62
2019403693,狐秋,57,75,93,64
2019403694,丘真,68,78,82,68
2019403695,夏士振,61,66,86,56
2019403696,池冠,86,57,81,52
2019403697,甄春婉,96,79,78,69
2019403698,汲功豪,87,95,61,86
2019403699,郦爽,66,76,64,72
2019403700,蒋亚,80,91,76,90
2019403701,岳宁,67,70,80,94
2019403702,毛茜,90,57,67,57
2019403703,谷岚,86,58,51,52
2019403704,卜勇信,87,54,97,63
2019403705,濮芬秋,53,59,50,57
2019403706,山心,73,54,84,93
2019403707,卜燕娣,67,75,94,68
2019403708,逯姬娅,98,73,56,80
2019403709,西园,85,67,64,77
2019403710,糜美,78,78,94,96
2019403711,夹坚世,92,59,92,72
2019403712,向学致,84,89,86,61
2019403713,史萍,55,83,65,61
2019403714,吕玉雁,86,73,60,74
2019403715,瞿泽博,90,91,73,83
2019403716,寿彬江,69,99,84,95
2019403717,政霄兰,81,98,87,58
2019403718,宿勤眉,93,90,100,69
2019403719,寇兴,64,85,79,56
2019403720,伊艺舒,69,75,92,73
2019403721,益群,56,69,66,55
2019403722,衡茗兰,89,93,89,65
2019403723,赵林德,78,88,79,57
2019403724,井燕琳,95,67,99,50
2019403725,慎芬璐,100,58,54,91
2019403726,古聪,76,68,84,72
2019403727,融广,76,99,72,89
2019403728,屠辰,69,53,61,94
2019403729,姚雅真,81,83,65,76
